Chapter,Prompt,Option A,Option B,Option C,Option D,Correct Answer,Explanation,DOK Level,TEKS,Source,URL of diagram,Alternate Text to describe the image,Environmentally Themed Question?,Description
8.4.3,Sofia has a mixture of iron filings and sulfur. She uses a magnet to separate the iron filings from the sulfur. What can Sofia conclude about the mixture?,It is a homogeneous mixture,It is a heterogeneous mixture,It is an element,It is a compound,B,"The ability to physically separate the iron filings from the sulfur indicates that they are not chemically combined, making it a heterogeneous mixture.",3,8.6A,Green Co-pilot,,,,
8.4.3,What happens to atoms in a chemical reaction to ensure the conservation of mass?,Atoms increase mass during chemical reactions ,Some atoms are destroyed in a physical change,Atoms transform into different elements,Atoms rearrange themselves in chemical reactions,D,"Atoms are the building blocks of matter and cannot be created or destroyed in a chemical reaction. Instead, they rearrange themselves to form new substances, contributing to the conservation of mass.",2,8.6A,ChatGPT,,,,
8.4.3,"A closed system undergoes a chemical reaction, and ends with a total mass of 150 grams. What can be said about the initial mass of the reactants?",It was less than 150 grams,It was greater than 150 grams,It was exactly 150 grams,The initial mass cannot be determined,C,"According to the conservation of mass, the total mass of the reactants must be equal to the total mass of the products in a closed system.",2,8.6A,ChatGPT,,,,
8.4.3,Is the conservation of mass applicable to both chemical and physical changes?,"Yes, because atoms can be created and destroyed in both chemical and physical changes ","Yes, because it is a fundamental principle that applies to all changes ","No, because it only applies to changes involving gases","No, because it only applies in chemical reactions when atoms are heated",B,"The conservation of mass is a fundamental principle in science that applies to all changes, whether they are chemical or physical, ensuring the total mass remains constant.",2,8.6A,ChatGPT,,,,
8.4.3,"A candle is burning in a closed jar. After some time, the candle has decreased in size, and the flame eventually extinguishes. What has happened to the total mass of the candle and the air in the jar?",The total mass of the candle and the air in the jar has increased,The total mass of the candle and the air in the jar has decreased,"The total mass of the candle has remained the same, but the air in the jar has decreased in mass ",The total mass of both the candle and the air in the jar has remained the same,D,"As the candle burns, it consumes oxygen from the air and releases carbon dioxide and water vapor. Although the candle is getting smaller, and the air composition is changing, the total mass of both the candle and the air inside the jar remains constant.",3,8.6A,Green Co-pilot,,,,
8.4.3,"According to the information provided, how are elements in the same group on the periodic table related?",They have similar chemical properties,They have the same atomic mass,They belong to the same period,They have different numbers of electron shells,A,Elements in the same group share similar chemical properties because they have the same number of valence electrons.,2,8.6B,ChatGPT,,,,
8.4.3,How can the periodic table be used to determine the number of atoms in a chemical equation?,By finding the atomic number of each element,By counting the number of valence electrons,By finding the atomic mass of each element and multiplying by the number of atoms in the formula,By identifying the period of each element,C,"We can find the atomic mass of each element, and then multiply it by the number of atoms in the formula.",2,8.6B,ChatGPT,,,,
8.4.3,What is the significance of the coefficients in a chemical equation?,They represent the number of atoms in the formula ,They indicate the number of molecules involved in the reaction ,They represent the atomic mass of each element ,They show the number of electrons involved in a reaction,B,Coefficients indicate the number of molecules involved in the reaction.,2,8.6B,ChatGPT,,,,
8.4.3,How does deforestation impact the carbon cycle?,It increases carbon dioxide levels in the atmosphere,It decreases the amount of carbon dioxide in the atmosphere,"It promotes the growth of grasses, leading to more carbon absorption ",It has no effect on the carbon cycle,A,"Trees play a crucial role in the carbon cycle by absorbing carbon dioxide from the atmosphere during photosynthesis. When forests are cleared, the stored carbon in trees is released into the atmosphere as carbon dioxide. This increases carbon dioxide levels in the atmosphere, and contributes to climate change.",3,8.11C,Green Co-pilot,,,,
8.4.3,"In the context of transportation, how do human activities contribute to the imbalance in the carbon cycle?",By promoting photosynthesis,By reducing carbon dioxide emissions,By increasing carbon dioxide emissions,By enhancing carbon storage in rocks,C,"The burning of fuels for transportation releases carbon dioxide and other gases into the atmosphere, contributing to increased carbon levels.",3,,ChatGPT,,,,
8.4.3,"The process of photosynthesis occurs in plants, algae, and some bacteria. Which of the following best describes the role of photosynthesis in the carbon cycle?",It releases carbon dioxide into the atmosphere,It converts carbon dioxide into usable energy,It converts carbon dioxide into solid carbon compounds,It removes carbon dioxide from the atmosphere ,D,"During photosynthesis, plants, algae, and some bacteria use carbon dioxide from the atmosphere to produce glucose and release oxygen. This helps in reducing the amount of carbon dioxide in the atmosphere.",3,8.11C,Green Co-pilot,,,,
8.4.3,Why is understanding the carbon cycle important for scientists studying Earth's climate?,To educate others and develop strategies for environmental protection,To promote deforestation,To increase carbon emissions ,To accelerate nucleosynthesis in stars,A,"Understanding the carbon cycle helps scientists to educate and collaborate with others, and to develop strategies to protect the planet from human impacts on the environment, such as deforestation and transportation emissions.",3,8.11C,ChatGPT,,,,
